"","code","deck_limit","faction_code","faction_cost","flavor","illustrator","influence_limit","keywords","minimum_deck_size","pack_code","position","quantity","side_code","stripped_text","stripped_title","text","title","type_code","uniqueness","base_link","cost","memory_cost","strength","advancement_cost","agenda_points","trash_cost"
"66","01057",3,"haas-bioroid",2,NA,"Julian Totino Tedesco",NA,"Ambush",NA,"core",57,2,"corp","Aggressive Secretary can be advanced. If you pay 2 credits when the Runner accesses Aggressive Secretary, trash 1 program for each advancement token on Aggressive Secretary.","Aggressive Secretary","Aggressive Secretary can be advanced.
If you pay 2[credit] when the Runner accesses Aggressive Secretary, trash 1 program for each advancement token on Aggressive Secretary.","Aggressive Secretary","asset",FALSE,NA,0,NA,NA,NA,NA,0
"67","01058",3,"haas-bioroid",2,"""Do you think they…feel it?""","Gong Studios",NA,NA,NA,"core",58,2,"corp","Add 1 card from Archives to HQ.","Archived Memories","Add 1 card from Archives to HQ.","Archived Memories","operation",FALSE,NA,0,NA,NA,NA,NA,NA
"68","01059",3,"haas-bioroid",4,"""Why of course, we have six different Haas-Bioroid models serving in a variety of positions at this branch office alone. We here at Haas-Bioroid aren't going to shy away from practicing what we preach, and we pass the savings from increased efficiency on to our valued customers.""","Mark Anthony Taduran",NA,NA,NA,"core",59,3,"corp","Gain click click.","Biotic Labor","Gain [click][click].","Biotic Labor","operation",FALSE,NA,4,NA,NA,NA,NA,NA
"69","01060",3,"haas-bioroid",2,"The new heads were in. Their eyes always followed your movements when you unlocked the pressurized container and lifted the lid.","Matt Zeilinger",NA,NA,NA,"core",60,2,"corp","Install up to 3 cards from HQ (one at a time and paying all install costs).","Shipment from MirrorMorph","Install up to 3 cards from HQ (one at a time and paying all install costs).","Shipment from MirrorMorph","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"70","01061",3,"haas-bioroid",2,"I hear the shift of every bit amid the flow of the datastream. I hear the whispers of my mothers, and their commands are law. The realm beyond is forbidden.","Gong Studios",NA,"Barrier - Bioroid - AP",NA,"core",61,2,"corp","Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage. Subroutine End the run. Subroutine End the run.","Heimdall 1.0","<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] End the run.
[subroutine] End the run.","Heimdall 1.0","ice",FALSE,NA,8,NA,6,NA,NA,NA
"71","01062",3,"haas-bioroid",2,"My reputation would precede me, if any could speak of it.","Gong Studios",NA,"Sentry - Bioroid - Tracer - Destroyer",NA,"core",62,3,"corp","Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Trash 1 installed program. Subroutine Trash 1 installed program. Subroutine Trace[1]. If successful, do 1 core damage and give the Runner 1 tag.","Ichi 1.0","<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Trash 1 installed program.
[subroutine] Trash 1 installed program.
[subroutine] Trace[1]. If successful, do 1 core damage and give the Runner 1 tag.","Ichi 1.0","ice",FALSE,NA,5,NA,4,NA,NA,NA
"72","01063",3,"haas-bioroid",2,"My name is Viktor. Nice to meet you. Would you like to play a game?","Anna Ignatieva",NA,"Code Gate - Bioroid - AP",NA,"core",63,2,"corp","Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage. Subroutine End the run.","Viktor 1.0","<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] End the run.","Viktor 1.0","ice",FALSE,NA,3,NA,3,NA,NA,NA
"73","01064",3,"haas-bioroid",1,"Whrrrrr!","Ed Mattinian",NA,"Sentry - Destroyer",NA,"core",64,2,"corp","Subroutine Trash 1 installed program. Subroutine End the run.","Rototurret","[subroutine] Trash 1 installed program.
[subroutine] End the run.","Rototurret","ice",FALSE,NA,4,NA,0,NA,NA,NA
"74","01065",3,"haas-bioroid",1,"""I solve problems.""","Ed Mattinian",NA,NA,NA,"core",65,1,"corp","X credits, trash: Choose 1 rezzed piece of ice protecting this server. That ice gets +X strength for the remainder of the turn.","Corporate Troubleshooter","<strong>X[credit]</strong>, [trash]<strong>:</strong> Choose 1 rezzed piece of ice protecting this server. That ice gets +X strength for the remainder of the turn.","Corporate Troubleshooter","upgrade",FALSE,NA,0,NA,NA,NA,NA,2
"75","01066",3,"haas-bioroid",1,"Floyd felt the anger in the man before him, ranting against simulants. His programming pushed a routine rebuttal to the front of his thoughts, and the urge to speak it was overwhelming. This is only going to make things worse, he thought.","Mauricio Herrera",NA,NA,NA,"core",66,2,"corp","All ice protecting this server has +1 strength.","Experiential Data","All ice protecting this server has +1 strength.","Experiential Data","upgrade",FALSE,NA,2,NA,NA,NA,NA,2
"76","01067",1,"jinteki",0,"When You Need the Human Touch.",NA,15,"Megacorp",45,"core",67,1,"corp","Whenever an agenda is scored or stolen, do 1 net damage.","Jinteki: Personal Evolution","Whenever an agenda is scored or stolen, do 1 net damage.","Jinteki: Personal Evolution","identity",FALSE,NA,NA,NA,NA,NA,NA,NA
"77","01068",3,"jinteki",0,NA,"Alexandra Douglass",NA,"Initiative",NA,"core",68,3,"corp","When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: End the run.","Nisei MK II","When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> End the run.","Nisei MK II","agenda",FALSE,NA,NA,NA,NA,4,2,NA
"78","01069",3,"jinteki",1,NA,"Drew Whitmore",NA,"Ambush - Research",NA,"core",69,3,"corp","Project Junebug can be advanced. If you pay 1 credit when the Runner accesses Project Junebug, do 2 net damage for each advancement token on Project Junebug.","Project Junebug","Project Junebug can be advanced.
If you pay 1[credit] when the Runner accesses Project Junebug, do 2 net damage for each advancement token on Project Junebug.","Project Junebug","asset",FALSE,NA,0,NA,NA,NA,NA,0
"79","01070",3,"jinteki",2,NA,"Alice Duke",NA,"Ambush",NA,"core",70,3,"corp","While the Runner is accessing this asset in R&D, they must reveal it. When the Runner accesses this asset anywhere except in Archives, you may pay 4 credits. If you do, give the Runner 1 tag and do 3 net damage.","Snare!","While the Runner is accessing this asset in R&D, they must reveal it.
When the Runner accesses this asset anywhere except in Archives, you may pay 4[credit]. If you do, give the Runner 1 tag and do 3 net damage.","Snare!","asset",FALSE,NA,0,NA,NA,NA,NA,0
"80","01071",3,"jinteki",1,NA,"Mike Nesbitt",NA,NA,NA,"core",71,1,"corp","Interrupt -> When a card would be exposed, you may rez this asset. Interrupt -> 1 credit or trash: Prevent 1 card from being exposed.","Zaibatsu Loyalty","[interrupt] → When a card would be exposed, you may rez this asset.
[interrupt] → <strong>1[credit]</strong> or <strong>[trash]:</strong> Prevent 1 card from being exposed.","Zaibatsu Loyalty","asset",FALSE,NA,0,NA,NA,NA,NA,4
"81","01072",3,"jinteki",2,"The trick isn't hitting the person you were aiming at. It's hitting <strong>only</strong> the person you were aiming at.","Christina Davis",NA,"Gray Ops",NA,"core",72,2,"corp","Play only if the Runner made a run during their last turn. Do 1 net damage.","Neural EMP","Play only if the Runner made a run during their last turn.
Do 1 net damage.","Neural EMP","operation",FALSE,NA,2,NA,NA,NA,NA,NA
"82","01073",3,"jinteki",3,"There was a new texture in her phantom cortex. It had always been there, she realized. It was everything and nothing.","Alexandra Douglass",NA,NA,NA,"core",73,2,"corp","Look at the top 5 cards of R&D and arrange them in any order.","Precognition","Look at the top 5 cards of R&D and arrange them in any order.","Precognition","operation",FALSE,NA,0,NA,NA,NA,NA,NA
"83","01074",3,"jinteki",2,"""Where does it go?""","Adam Schumpert",NA,"Code Gate - Deflector",NA,"core",74,2,"corp","Subroutine The Runner moves to the outermost position of the attacked server. They may jack out. Derez this ice.","Cell Portal","[subroutine] The Runner moves to the outermost position of the attacked server. They may jack out. Derez this ice.","Cell Portal","ice",FALSE,NA,5,NA,7,NA,NA,NA
"84","01075",3,"jinteki",1,"""You ever get that feeling like you're shark food? Pay attention to that feeling."" -Ji ""Noise"" Reilly","Ed Mattinian",NA,"Code Gate",NA,"core",75,2,"corp","Subroutine The next piece of ice the Runner encounters during this run gets +2 strength. When that encounter ends, if the Runner did not fully break that ice, do 3 net damage.","Chum","[subroutine] The next piece of ice the Runner encounters during this run gets +2 strength. When that encounter ends, if the Runner did not fully break that ice, do 3 net damage.","Chum","ice",FALSE,NA,1,NA,4,NA,NA,NA
"85","01076",3,"jinteki",2,"Access HarmlessFile.datZ -> Are you sure? y/n","Andrew Mar",NA,"Trap - AP",NA,"core",76,2,"corp","Subroutine Do 1 net damage. Trash Data Mine.","Data Mine","[subroutine] Do 1 net damage. Trash Data Mine.","Data Mine","ice",FALSE,NA,0,NA,2,NA,NA,NA
"86","01077",3,"jinteki",2,"Forged by Ak.wa on 23.11.79-23. Filed 23.11.79-23.2 with #34k-lw3-21HH-4i.
//Samurai included.","Isuardi Therianto",NA,"Sentry - AP",NA,"core",77,3,"corp","Subroutine Do 3 net damage.","Neural Katana","[subroutine] Do 3 net damage.","Neural Katana","ice",FALSE,NA,4,NA,3,NA,NA,NA
"87","01078",3,"jinteki",1,"Most runners do their business in full-sim, with their rigs wired directly into their brains. The setup has a large number of advantages, with the runner able to process data and input commands far faster than a traditional meat-bound system. But it also means greater risk.","Adam S. Doyle",NA,"Barrier - AP",NA,"core",78,3,"corp","Subroutine Do 2 net damage. Subroutine End the run.","Wall of Thorns","[subroutine] Do 2 net damage.
[subroutine] End the run.","Wall of Thorns","ice",FALSE,NA,8,NA,5,NA,NA,NA
"88","01079",3,"jinteki",2,"Just don't ask how he does it.","Mike Nesbitt",NA,"Sysop - Unorthodox",NA,"core",79,1,"corp","The rez cost of ice protecting this server is lowered by 2.","Akitaro Watanabe","The rez cost of ice protecting this server is lowered by 2.","Akitaro Watanabe","upgrade",TRUE,NA,1,NA,NA,NA,NA,3
"89","01080",1,"nbn",0,"Someone is Always Watching.",NA,15,"Megacorp",45,"core",80,1,"corp","2 recurring credits Use these credits during trace attempts.","NBN: Making News","2[recurring-credit]
Use these credits during trace attempts.","NBN: Making News","identity",FALSE,NA,NA,NA,NA,NA,NA,NA
"90","01081",1,"nbn",0,NA,"Matt Zeilinger",NA,"Initiative",NA,"core",81,2,"corp","When you score this agenda, place 1 agenda counter on it. Hosted agenda counter: Place 1 advancement counter on an installed card you can advance. Limit 1 per deck.","AstroScript Pilot Program","When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> Place 1 advancement counter on an installed card you can advance.
Limit 1 per deck.","AstroScript Pilot Program","agenda",FALSE,NA,NA,NA,NA,3,2,NA
"91","01082",3,"nbn",0,NA,"Imaginary FS Pte Ltd",NA,NA,NA,"core",82,2,"corp","When you score Breaking News, give the Runner 2 tags. When the turn on which you scored Breaking News ends, the Runner loses 2 tags.","Breaking News","When you score Breaking News, give the Runner 2 tags.
When the turn on which you scored Breaking News ends, the Runner loses 2 tags.","Breaking News","agenda",FALSE,NA,NA,NA,NA,2,1,NA
"92","01083",3,"nbn",1,"""Please stay connected. Priority transfer in progress. An operator will shortly verif-""","Mike Nesbitt",NA,NA,NA,"core",83,2,"corp","Draw 3 cards.","Anonymous Tip","Draw 3 cards.","Anonymous Tip","operation",FALSE,NA,0,NA,NA,NA,NA,NA
"93","01084",3,"nbn",1,NA,"Mauricio Herrera",NA,"Gray Ops",NA,"core",84,2,"corp","Play only if the Runner is tagged. The Runner loses all credits in their credit pool.","Closed Accounts","Play only if the Runner is tagged.
The Runner loses all credits in their credit pool.","Closed Accounts","operation",FALSE,NA,1,NA,NA,NA,NA,NA
"94","01085",3,"nbn",3,"Access to the largest consumer database in the galaxy has its advantages.","Matt Zeilinger",NA,NA,NA,"core",85,2,"corp","X must be equal to or less than the number of tags the Runner has. Place X advancement counters on 1 installed card you can advance.","Psychographics","X must be equal to or less than the number of tags the Runner has.
Place X advancement counters on 1 installed card you can advance.","Psychographics","operation",FALSE,NA,NA,NA,NA,NA,NA,NA
"95","01086",3,"nbn",2,"""The SEA tipped us off to some suspicious data spikes up by the Castle."" -Jerome Lock, on-duty tech","Mauricio Herrera",NA,NA,NA,"core",86,2,"corp","Play only if the Runner made a successful run during their last turn. Trace[3]. If successful, give the Runner 1 tag.","SEA Source","Play only if the Runner made a successful run during their last turn.
Trace[3]. If successful, give the Runner 1 tag.","SEA Source","operation",FALSE,NA,2,NA,NA,NA,NA,NA
"96","01087",3,"nbn",1,NA,"Gong Studios",NA,"Ambush - Facility",NA,"core",87,3,"corp","Ghost Branch can be advanced. When the Runner accesses Ghost Branch, you may give the Runner 1 tag for each advancement token on Ghost Branch.","Ghost Branch","Ghost Branch can be advanced.
When the Runner accesses Ghost Branch, you may give the Runner 1 tag for each advancement token on Ghost Branch.","Ghost Branch","asset",FALSE,NA,0,NA,NA,NA,NA,0
"97","01088",3,"nbn",2,NA,"Gong Studios",NA,"Sentry - Tracer - Observer",NA,"core",88,3,"corp","When the Runner encounters this ice, they must take 1 tag or end the run. Hosted power counter: Give the Runner 1 tag. Subroutine Trace[3]. If successful, place 1 power counter on this ice.","Data Raven","When the Runner encounters this ice, they must take 1 tag or end the run.
<strong>Hosted power counter:</strong> Give the Runner 1 tag.
[subroutine] Trace[3]. If successful, place 1 power counter on this ice.","Data Raven","ice",FALSE,NA,4,NA,4,NA,NA,NA
"98","01089",3,"nbn",2,"Analyzing was great. Delegating commands turned out to be even better.","Isuardi Therianto",NA,"Sentry - Tracer - Observer",NA,"core",89,3,"corp","When the Runner encounters Matrix Analyzer, you may pay 1 credit to place 1 advancement token on a card that can be advanced. Subroutine Trace[2]. If successful, give the Runner 1 tag.","Matrix Analyzer","When the Runner encounters Matrix Analyzer, you may pay 1[credit] to place 1 advancement token on a card that can be advanced.
[subroutine] Trace[2]. If successful, give the Runner 1 tag.","Matrix Analyzer","ice",FALSE,NA,1,NA,3,NA,NA,NA
